fold,split,source,material_id
1,train,nebDFT2k:mp-1663956_5_6_1_0_0,mp-1663956
1,train,nebDFT2k:mp-1663956_5_7_0_0_0,mp-1663956
1,train,nebDFT2k:mp-1663956_1_3_0_0_0,mp-1663956
1,train,nebDFT2k:mp-1663956_1_5_0_0_0,mp-1663956
1,train,nebDFT2k:mp-1663956_3_1_1_0_0,mp-1663956
1,train,nebDFT2k:mp-1666404_2_1_0_0_1,mp-1666404
1,train,nebDFT2k:mp-1666930_0_2_0_0_0,mp-1666930
1,train,nebDFT2k:mp-16828_0_4_0_0_0,mp-16828
1,train,nebDFT2k:mp-16828_2_4_1_1_0,mp-16828
1,train,nebDFT2k:mp-16828_2_4_0_1_0,mp-16828
1,train,nebDFT2k:mp-16828_0_5_0_0_1,mp-16828
1,train,nebDFT2k:mp-16996_4_5_0_1_0,mp-16996
1,train,nebDFT2k:mp-16996_8_11_0_0_0,mp-16996
1,train,nebDFT2k:mp-16996_0_5_1_0_0,mp-16996
1,train,nebDFT2k:mp-16996_4_8_0_0_0,mp-16996
1,train,nebDFT2k:mp-1981564_2_2_1_0_0,mp-1981564
1,train,nebDFT2k:mp-1984516_3_0_0_0_1,mp-1984516
1,train,nebDFT2k:mp-19970_0_4_0_0_0,mp-19970
1,train,nebDFT2k:mp-2492941_1_0_1_-1_0,mp-2492941
1,train,nebDFT2k:mp-25410_1_0_0_0_1,mp-25410
1,train,nebDFT2k:mp-25413_0_1_1_0_-1,mp-25413
1,train,nebDFT2k:mp-25413_0_1_1_0_0,mp-25413
1,train,nebDFT2k:mp-25454_0_3_0_0_0,mp-25454
1,train,nebDFT2k:mp-26561_0_4_0_0_1,mp-26561
1,train,nebDFT2k:mp-26823_0_2_0_0_0,mp-26823
1,train,nebDFT2k:mp-26837_0_1_0_0_0,mp-26837
1,train,nebDFT2k:mp-26837_0_3_1_1_0,mp-26837
1,train,nebDFT2k:mp-26851_3_6_0_0_0,mp-26851
1,train,nebDFT2k:mp-26851_2_6_0_0_0,mp-26851
1,train,nebDFT2k:mp-27417_0_8_0_0_1,mp-27417
1,train,nebDFT2k:mp-27417_0_1_0_0_0,mp-27417
1,train,nebDFT2k:mp-27417_0_2_0_1_0,mp-27417
1,train,nebDFT2k:mp-27417_0_6_0_1_1,mp-27417
1,train,nebDFT2k:mp-27417_0_8_0_1_1,mp-27417
1,train,nebDFT2k:mp-28549_0_5_0_0_0,mp-28549
1,train,nebDFT2k:mp-28549_0_7_1_0_0,mp-28549
1,train,nebDFT2k:mp-28623_4_7_0_0_0,mp-28623
1,train,nebDFT2k:mp-2878_1_10_0_0_0,mp-2878
1,train,nebDFT2k:mp-28891_0_5_0_0_0,mp-28891
1,train,nebDFT2k:mp-28891_3_6_0_0_0,mp-28891
1,train,nebDFT2k:mp-29077_0_3_1_0_0,mp-29077
1,train,nebDFT2k:mp-29149_0_1_0_1_1,mp-29149
1,train,nebDFT2k:mp-29149_2_3_0_0_1,mp-29149
1,train,nebDFT2k:mp-29365_3_4_0_1_0,mp-29365
1,train,nebDFT2k:mp-29365_0_2_0_1_0,mp-29365
1,train,nebDFT2k:mp-29473_1_3_0_0_1,mp-29473
1,train,nebDFT2k:mp-29582_2_3_0_0_0,mp-29582
1,train,nebDFT2k:mp-30301_0_1_0_0_0,mp-30301
1,train,nebDFT2k:mp-30301_0_2_0_0_0,mp-30301
1,train,nebDFT2k:mp-3151_0_8_0_0_0,mp-3151
1,train,nebDFT2k:mp-3151_0_7_0_0_0,mp-3151
1,train,nebDFT2k:mp-3368_2_0_0_1_1,mp-3368
1,train,nebDFT2k:mp-3368_0_0_1_0_0,mp-3368
1,train,nebDFT2k:mp-3552_0_4_0_1_1,mp-3552
1,train,nebDFT2k:mp-35822_2_5_1_0_0,mp-35822
1,train,nebDFT2k:mp-35975_0_2_0_0_0,mp-35975
1,train,nebDFT2k:mp-3731_5_7_0_0_0,mp-3731
1,train,nebDFT2k:mp-37399_0_2_0_0_0,mp-37399
1,train,nebDFT2k:mp-37399_1_3_0_0_0,mp-37399
1,train,nebDFT2k:mp-37498_3_9_0_0_0,mp-37498
1,train,nebDFT2k:mp-510641_3_3_1_0_0,mp-510641
1,train,nebDFT2k:mp-510641_0_2_0_1_1,mp-510641
1,train,nebDFT2k:mp-510641_1_3_0_0_0,mp-510641
1,train,nebDFT2k:mp-531523_0_1_0_0_0,mp-531523
1,train,nebDFT2k:mp-531523_0_0_0_1_0,mp-531523
1,train,nebDFT2k:mp-5418_2_8_1_-1_0,mp-5418
1,train,nebDFT2k:mp-5418_3_9_1_-1_1,mp-5418
1,train,nebDFT2k:mp-5418_7_5_1_0_0,mp-5418
1,train,nebDFT2k:mp-542008_8_10_0_0_0,mp-542008
1,train,nebDFT2k:mp-542008_0_9_0_1_0,mp-542008
1,train,nebDFT2k:mp-542008_0_8_0_0_0,mp-542008
1,train,nebDFT2k:mp-542008_4_9_0_0_0,mp-542008
1,train,nebDFT2k:mp-542219_5_7_0_1_0,mp-542219
1,train,nebDFT2k:mp-542219_0_1_0_0_0,mp-542219
1,train,nebDFT2k:mp-542874_0_3_0_0_0,mp-542874
1,train,nebDFT2k:mp-554689_0_0_0_1_0,mp-554689
1,train,nebDFT2k:mp-555420_8_9_0_1_0,mp-555420
1,train,nebDFT2k:mp-555899_5_3_1_0_0,mp-555899
1,train,nebDFT2k:mp-555899_0_4_0_0_0,mp-555899
1,train,nebDFT2k:mp-556176_0_1_1_1_0,mp-556176
1,train,nebDFT2k:mp-557104_0_3_0_0_0,mp-557104
1,train,nebDFT2k:mp-557189_4_16_0_0_0,mp-557189
1,train,nebDFT2k:mp-557189_4_10_0_0_0,mp-557189
1,train,nebDFT2k:mp-557189_3_17_0_0_0,mp-557189
1,train,nebDFT2k:mp-557189_12_17_0_1_0,mp-557189
1,train,nebDFT2k:mp-557857_2_3_0_1_0,mp-557857
1,train,nebDFT2k:mp-558059_0_0_1_0_0,mp-558059
1,train,nebDFT2k:mp-558294_3_10_0_0_0,mp-558294
1,train,nebDFT2k:mp-559240_3_5_0_0_0,mp-559240
1,train,nebDFT2k:mp-559240_4_6_0_0_0,mp-559240
1,train,nebDFT2k:mp-560189_14_22_0_0_0,mp-560189
1,train,nebDFT2k:mp-560189_9_11_0_0_0,mp-560189
1,train,nebDFT2k:mp-560189_10_13_0_0_0,mp-560189
1,train,nebDFT2k:mp-561294_1_2_0_0_0,mp-561294
1,train,nebDFT2k:mp-561336_2_0_0_0_1,mp-561336
1,train,nebDFT2k:mp-561336_2_1_1_0_1,mp-561336
1,train,nebDFT2k:mp-561336_3_1_1_-1_1,mp-561336
1,train,nebDFT2k:mp-561336_0_1_0_0_0,mp-561336
1,train,nebDFT2k:mp-561336_0_2_0_1_-1,mp-561336
1,train,nebDFT2k:mp-568365_34_46_1_0_0,mp-568365
1,train,nebDFT2k:mp-568365_0_2_0_0_0,mp-568365
1,train,nebDFT2k:mp-568365_24_1_0_1_1,mp-568365
1,train,nebDFT2k:mp-568365_15_21_0_0_0,mp-568365
1,train,nebDFT2k:mp-568365_5_31_0_0_0,mp-568365
1,train,nebDFT2k:mp-584942_3_2_1_0_1,mp-584942
1,train,nebDFT2k:mp-585177_2_3_0_0_0,mp-585177
1,train,nebDFT2k:mp-5853_0_1_0_1_1,mp-5853
1,train,nebDFT2k:mp-5853_0_1_0_0_0,mp-5853
1,train,nebDFT2k:mp-6146_0_1_0_0_0,mp-6146
1,train,nebDFT2k:mp-6241_0_3_0_0_0,mp-6241
1,train,nebDFT2k:mp-6241_1_3_0_0_0,mp-6241
1,train,nebDFT2k:mp-6326_0_6_0_0_0,mp-6326
1,train,nebDFT2k:mp-6326_0_11_1_0_0,mp-6326
1,train,nebDFT2k:mp-6326_3_4_0_0_0,mp-6326
1,train,nebDFT2k:mp-6327_0_0_0_1_0,mp-6327
1,train,nebDFT2k:mp-632815_5_17_0_0_0,mp-632815
1,train,nebDFT2k:mp-632815_1_5_0_0_0,mp-632815
1,train,nebDFT2k:mp-632815_18_2_0_1_0,mp-632815
1,train,nebDFT2k:mp-632815_1_14_0_0_0,mp-632815
1,train,nebDFT2k:mp-632815_3_12_0_1_0,mp-632815
1,train,nebDFT2k:mp-673156_3_2_0_0_1,mp-673156
1,train,nebDFT2k:mp-675488_0_1_0_1_0,mp-675488
1,train,nebDFT2k:mp-675488_2_0_0_0_1,mp-675488
1,train,nebDFT2k:mp-675941_1_6_0_0_0,mp-675941
1,train,nebDFT2k:mp-675941_5_6_0_0_0,mp-675941
1,train,nebDFT2k:mp-675941_1_13_0_1_1,mp-675941
1,train,nebDFT2k:mp-675941_5_10_1_0_0,mp-675941
1,train,nebDFT2k:mp-676650_3_0_1_1_0,mp-676650
1,train,nebDFT2k:mp-676650_3_4_0_0_1,mp-676650
1,train,nebDFT2k:mp-679929_0_3_0_0_0,mp-679929
1,train,nebDFT2k:mp-684024_0_32_0_0_0,mp-684024
1,train,nebDFT2k:mp-684024_1_35_0_0_0,mp-684024
1,train,nebDFT2k:mp-684024_1_56_0_0_0,mp-684024
1,train,nebDFT2k:mp-684024_1_38_0_0_1,mp-684024
1,train,nebDFT2k:mp-684024_2_33_0_0_0,mp-684024
1,train,nebDFT2k:mp-684024_0_4_0_0_0,mp-684024
1,train,nebDFT2k:mp-684024_2_15_0_0_0,mp-684024
1,train,nebDFT2k:mp-684024_6_22_0_1_0,mp-684024
1,train,nebDFT2k:mp-684024_4_23_0_1_0,mp-684024
1,train,nebDFT2k:mp-684109_0_3_1_0_0,mp-684109
1,train,nebDFT2k:mp-684534_1_2_0_0_0,mp-684534
1,train,nebDFT2k:mp-684534_2_1_0_1_0,mp-684534
1,train,nebDFT2k:mp-720509_15_4_0_0_1,mp-720509
1,train,nebDFT2k:mp-720509_7_17_0_0_0,mp-720509
1,train,nebDFT2k:mp-720509_0_16_0_0_1,mp-720509
1,train,nebDFT2k:mp-720509_0_11_0_0_0,mp-720509
1,train,nebDFT2k:mp-720509_1_10_1_0_0,mp-720509
1,train,nebDFT2k:mp-720509_2_18_0_1_0,mp-720509
1,train,nebDFT2k:mp-720509_9_19_0_0_0,mp-720509
1,train,nebDFT2k:mp-720509_2_19_0_1_0,mp-720509
1,train,nebDFT2k:mp-720509_1_5_0_0_0,mp-720509
1,train,nebDFT2k:mp-752464_0_2_1_0_-1,mp-752464
1,train,nebDFT2k:mp-752512_2_3_0_0_0,mp-752512
1,train,nebDFT2k:mp-752549_0_0_1_1_0,mp-752549
1,train,nebDFT2k:mp-752623_0_0_1_0_0,mp-752623
1,train,nebDFT2k:mp-752722_4_8_0_0_0,mp-752722
1,train,nebDFT2k:mp-752722_1_11_0_0_0,mp-752722
1,train,nebDFT2k:mp-752834_1_1_1_0_0,mp-752834
1,train,nebDFT2k:mp-752905_3_1_1_0_0,mp-752905
1,train,nebDFT2k:mp-752922_0_1_0_0_0,mp-752922
1,train,nebDFT2k:mp-752940_1_1_0_1_0,mp-752940
1,train,nebDFT2k:mp-752964_1_2_0_0_0,mp-752964
1,train,nebDFT2k:mp-752964_3_0_1_0_0,mp-752964
1,train,nebDFT2k:mp-752986_2_0_0_0_1,mp-752986
1,train,nebDFT2k:mp-752986_1_2_1_0_-1,mp-752986
1,train,nebDFT2k:mp-752986_2_3_0_0_1,mp-752986
1,train,nebDFT2k:mp-752986_1_3_0_0_1,mp-752986
1,train,nebDFT2k:mp-752986_2_1_0_1_0,mp-752986
1,train,nebDFT2k:mp-752986_1_3_0_0_0,mp-752986
1,train,nebDFT2k:mp-752986_0_3_0_0_0,mp-752986
1,train,nebDFT2k:mp-752986_0_3_0_0_1,mp-752986
1,train,nebDFT2k:mp-752986_1_0_1_0_0,mp-752986
1,train,nebDFT2k:mp-752986_0_2_0_0_0,mp-752986
1,train,nebDFT2k:mp-753062_2_5_1_-1_0,mp-753062
1,train,nebDFT2k:mp-753098_0_0_0_1_0,mp-753098
1,train,nebDFT2k:mp-753221_3_7_0_0_0,mp-753221
1,train,nebDFT2k:mp-753221_0_6_1_0_1,mp-753221
1,train,nebDFT2k:mp-753221_1_5_0_0_1,mp-753221
1,train,nebDFT2k:mp-753520_2_6_0_0_0,mp-753520
1,train,nebDFT2k:mp-753677_0_1_0_0_0,mp-753677
1,train,nebDFT2k:mp-753783_5_3_1_0_0,mp-753783
1,train,nebDFT2k:mp-753805_2_1_1_1_0,mp-753805
1,train,nebDFT2k:mp-754006_0_2_0_0_0,mp-754006
1,train,nebDFT2k:mp-754105_0_3_0_1_0,mp-754105
1,train,nebDFT2k:mp-754733_1_0_1_1_0,mp-754733
1,train,nebDFT2k:mp-754733_0_1_0_0_0,mp-754733
1,train,nebDFT2k:mp-754733_2_0_1_1_0,mp-754733
1,train,nebDFT2k:mp-754733_2_3_1_1_0,mp-754733
1,train,nebDFT2k:mp-754927_4_0_1_-1_0,mp-754927
1,train,nebDFT2k:mp-755013_0_3_0_1_0,mp-755013
1,train,nebDFT2k:mp-755151_4_7_1_0_-1,mp-755151
1,train,nebDFT2k:mp-755151_3_4_0_0_0,mp-755151
1,train,nebDFT2k:mp-755151_8_9_0_0_0,mp-755151
1,train,nebDFT2k:mp-755151_8_8_1_0_0,mp-755151
1,train,nebDFT2k:mp-755352_0_1_0_0_0,mp-755352
1,train,nebDFT2k:mp-755505_0_1_0_0_0,mp-755505
1,train,nebDFT2k:mp-755545_5_7_0_1_1,mp-755545
1,train,nebDFT2k:mp-755571_0_1_0_1_0,mp-755571
1,train,nebDFT2k:mp-755675_0_2_0_0_0,mp-755675
1,train,nebDFT2k:mp-756262_4_11_0_1_0,mp-756262
1,train,nebDFT2k:mp-756266_0_1_0_0_0,mp-756266
1,train,nebDFT2k:mp-756308_3_2_0_1_0,mp-756308
1,train,nebDFT2k:mp-756311_1_3_0_0_0,mp-756311
1,train,nebDFT2k:mp-756311_0_3_0_0_0,mp-756311
1,train,nebDFT2k:mp-756344_1_5_1_0_0,mp-756344
1,train,nebDFT2k:mp-756409_0_4_0_0_0,mp-756409
1,train,nebDFT2k:mp-756495_0_11_1_0_0,mp-756495
1,train,nebDFT2k:mp-756495_1_10_0_1_0,mp-756495
1,train,nebDFT2k:mp-756560_0_2_0_0_0,mp-756560
1,train,nebDFT2k:mp-756615_1_5_0_0_0,mp-756615
1,train,nebDFT2k:mp-756620_0_3_1_1_1,mp-756620
1,train,nebDFT2k:mp-756675_0_2_1_0_0,mp-756675
1,train,nebDFT2k:mp-756718_0_7_0_1_0,mp-756718
1,train,nebDFT2k:mp-756718_5_1_1_0_0,mp-756718
1,train,nebDFT2k:mp-756728_3_5_1_1_0,mp-756728
1,train,nebDFT2k:mp-756768_2_3_0_0_1,mp-756768
1,train,nebDFT2k:mp-756768_2_1_1_0_0,mp-756768
1,train,nebDFT2k:mp-756768_0_3_0_0_1,mp-756768
1,train,nebDFT2k:mp-756768_0_5_0_0_1,mp-756768
1,train,nebDFT2k:mp-756768_0_2_0_0_0,mp-756768
1,train,nebDFT2k:mp-756768_2_3_0_1_0,mp-756768
1,train,nebDFT2k:mp-756768_5_0_0_1_-1,mp-756768
1,train,nebDFT2k:mp-756768_1_2_0_0_0,mp-756768
1,train,nebDFT2k:mp-756811_0_7_1_-1_0,mp-756811
1,train,nebDFT2k:mp-756846_3_5_0_0_0,mp-756846
1,train,nebDFT2k:mp-756846_0_1_0_1_0,mp-756846
1,train,nebDFT2k:mp-756846_5_2_1_0_0,mp-756846
1,train,nebDFT2k:mp-757089_0_0_0_1_0,mp-757089
1,train,nebDFT2k:mp-757099_2_3_0_0_0,mp-757099
1,train,nebDFT2k:mp-757099_3_2_1_0_1,mp-757099
1,train,nebDFT2k:mp-757148_0_0_1_1_0,mp-757148
1,train,nebDFT2k:mp-757148_0_3_1_1_0,mp-757148
1,train,nebDFT2k:mp-757148_1_4_1_0_0,mp-757148
1,train,nebDFT2k:mp-757148_0_3_1_0_0,mp-757148
1,train,nebDFT2k:mp-757193_0_3_0_1_0,mp-757193
1,train,nebDFT2k:mp-757257_0_3_0_1_0,mp-757257
1,train,nebDFT2k:mp-757257_0_1_0_0_0,mp-757257
1,train,nebDFT2k:mp-757417_0_3_0_0_1,mp-757417
1,train,nebDFT2k:mp-757423_2_3_1_0_0,mp-757423
1,train,nebDFT2k:mp-757423_2_2_0_1_0,mp-757423
1,train,nebDFT2k:mp-757423_0_1_0_0_0,mp-757423
1,train,nebDFT2k:mp-757542_0_8_0_0_0,mp-757542
1,train,nebDFT2k:mp-757602_0_0_0_1_0,mp-757602
1,train,nebDFT2k:mp-757602_2_3_1_0_0,mp-757602
1,train,nebDFT2k:mp-757602_2_3_0_0_0,mp-757602
1,train,nebDFT2k:mp-757602_2_2_0_1_0,mp-757602
1,train,nebDFT2k:mp-757611_2_2_1_0_0,mp-757611
1,train,nebDFT2k:mp-757611_2_0_1_-1_1,mp-757611
1,train,nebDFT2k:mp-757611_1_1_1_0_0,mp-757611
1,train,nebDFT2k:mp-757611_1_0_1_-1_0,mp-757611
1,train,nebDFT2k:mp-757646_9_5_1_0_0,mp-757646
1,train,nebDFT2k:mp-757822_1_0_0_0_1,mp-757822
1,train,nebDFT2k:mp-757842_3_2_0_1_1,mp-757842
1,train,nebDFT2k:mp-757895_0_0_1_0_0,mp-757895
1,train,nebDFT2k:mp-757905_0_2_0_1_1,mp-757905
1,train,nebDFT2k:mp-757980_0_2_0_0_0,mp-757980
1,train,nebDFT2k:mp-757980_0_1_0_1_0,mp-757980
1,train,nebDFT2k:mp-758017_2_3_0_0_0,mp-758017
1,train,nebDFT2k:mp-758081_3_2_0_1_1,mp-758081
1,train,nebDFT2k:mp-758202_1_3_0_0_1,mp-758202
1,train,nebDFT2k:mp-758202_0_1_1_1_0,mp-758202
1,train,nebDFT2k:mp-758251_3_0_0_1_1,mp-758251
1,train,nebDFT2k:mp-758263_0_1_0_0_0,mp-758263
1,train,nebDFT2k:mp-758412_7_3_1_0_0,mp-758412
1,train,nebDFT2k:mp-758767_2_4_0_0_0,mp-758767
1,train,nebDFT2k:mp-758861_8_16_0_1_1,mp-758861
1,train,nebDFT2k:mp-759002_10_12_0_0_0,mp-759002
1,train,nebDFT2k:mp-759002_16_17_0_0_0,mp-759002
1,train,nebDFT2k:mp-759392_2_3_0_0_0,mp-759392
1,train,nebDFT2k:mp-759500_1_0_0_1_0,mp-759500
1,train,nebDFT2k:mp-759506_1_3_0_0_0,mp-759506
1,train,nebDFT2k:mp-759521_1_6_0_0_0,mp-759521
1,train,nebDFT2k:mp-759652_8_12_0_0_0,mp-759652
1,train,nebDFT2k:mp-759726_4_2_1_0_0,mp-759726
1,train,nebDFT2k:mp-759757_0_0_0_1_0,mp-759757
1,train,nebDFT2k:mp-759900_9_10_1_1_0,mp-759900
1,train,nebDFT2k:mp-760214_0_6_1_0_0,mp-760214
1,train,nebDFT2k:mp-7603_0_2_0_0_0,mp-7603
1,train,nebDFT2k:mp-760337_10_14_0_0_0,mp-760337
1,train,nebDFT2k:mp-760337_8_12_1_0_0,mp-760337
1,train,nebDFT2k:mp-760337_9_13_1_0_0,mp-760337
1,train,nebDFT2k:mp-760337_9_10_1_-1_0,mp-760337
1,train,nebDFT2k:mp-760701_0_1_0_0_0,mp-760701
1,train,nebDFT2k:mp-760791_1_4_0_0_0,mp-760791
1,train,nebDFT2k:mp-760791_1_6_0_1_0,mp-760791
1,train,nebDFT2k:mp-760791_1_3_1_1_0,mp-760791
1,train,nebDFT2k:mp-761047_3_4_0_1_0,mp-761047
1,train,nebDFT2k:mp-761146_5_4_1_0_0,mp-761146
1,train,nebDFT2k:mp-761239_3_1_1_0_1,mp-761239
1,train,nebDFT2k:mp-761239_3_2_1_0_0,mp-761239
1,train,nebDFT2k:mp-761239_0_2_0_0_0,mp-761239
1,train,nebDFT2k:mp-761239_2_3_0_1_0,mp-761239
1,train,nebDFT2k:mp-761239_0_1_0_0_0,mp-761239
1,train,nebDFT2k:mp-761869_9_12_0_0_0,mp-761869
1,train,nebDFT2k:mp-761869_17_9_0_0_1,mp-761869
1,train,nebDFT2k:mp-761869_11_12_1_1_0,mp-761869
1,train,nebDFT2k:mp-761869_9_10_0_0_0,mp-761869
1,train,nebDFT2k:mp-761869_15_13_0_1_0,mp-761869
1,train,nebDFT2k:mp-761897_0_4_0_0_0,mp-761897
1,train,nebDFT2k:mp-762240_8_12_0_0_0,mp-762240
1,train,nebDFT2k:mp-762240_8_15_0_0_1,mp-762240
1,train,nebDFT2k:mp-762240_8_13_0_0_0,mp-762240
1,train,nebDFT2k:mp-762676_3_1_0_1_-1,mp-762676
1,train,nebDFT2k:mp-762676_0_1_1_1_0,mp-762676
1,train,nebDFT2k:mp-762676_3_2_0_1_0,mp-762676
1,train,nebDFT2k:mp-762676_0_1_1_0_0,mp-762676
1,train,nebDFT2k:mp-762694_1_2_0_0_0,mp-762694
1,train,nebDFT2k:mp-763217_2_0_0_1_1,mp-763217
1,train,nebDFT2k:mp-764063_2_2_1_-1_0,mp-764063
1,train,nebDFT2k:mp-764370_0_1_0_0_0,mp-764370
1,train,nebDFT2k:mp-764837_0_5_1_0_0,mp-764837
1,train,nebDFT2k:mp-764869_6_7_0_0_0,mp-764869
1,train,nebDFT2k:mp-765159_0_1_0_0_1,mp-765159
1,train,nebDFT2k:mp-765400_2_1_0_1_0,mp-765400
1,train,nebDFT2k:mp-765497_0_1_0_0_0,mp-765497
1,train,nebDFT2k:mp-765511_8_11_0_0_0,mp-765511
1,train,nebDFT2k:mp-765559_1_0_0_0_1,mp-765559
1,train,nebDFT2k:mp-765775_0_1_0_1_0,mp-765775
1,train,nebDFT2k:mp-765840_0_1_0_0_0,mp-765840
1,train,nebDFT2k:mp-765840_2_3_1_1_0,mp-765840
1,train,nebDFT2k:mp-765840_0_1_0_1_0,mp-765840
1,train,nebDFT2k:mp-765840_0_0_0_1_0,mp-765840
1,train,nebDFT2k:mp-765948_0_1_0_0_1,mp-765948
1,train,nebDFT2k:mp-766022_2_3_0_1_0,mp-766022
1,train,nebDFT2k:mp-766022_2_2_0_1_0,mp-766022
1,train,nebDFT2k:mp-766037_0_5_0_1_0,mp-766037
1,train,nebDFT2k:mp-766037_3_7_0_1_0,mp-766037
1,train,nebDFT2k:mp-766040_0_6_0_0_0,mp-766040
1,train,nebDFT2k:mp-766048_2_5_0_0_0,mp-766048
1,train,nebDFT2k:mp-766106_0_2_0_0_0,mp-766106
1,train,nebDFT2k:mp-766133_0_2_0_0_0,mp-766133
1,train,nebDFT2k:mp-766133_5_3_0_0_1,mp-766133
1,train,nebDFT2k:mp-766137_0_8_0_0_0,mp-766137
1,train,nebDFT2k:mp-766413_11_16_0_0_1,mp-766413
1,train,nebDFT2k:mp-766453_0_2_0_0_0,mp-766453
1,train,nebDFT2k:mp-766475_0_4_0_1_0,mp-766475
1,train,nebDFT2k:mp-766509_2_1_0_0_1,mp-766509
1,train,nebDFT2k:mp-766509_1_9_0_1_0,mp-766509
1,train,nebDFT2k:mp-766509_10_8_0_0_1,mp-766509
1,train,nebDFT2k:mp-766509_4_11_0_1_0,mp-766509
1,train,nebDFT2k:mp-766509_2_10_0_1_0,mp-766509
1,train,nebDFT2k:mp-766531_2_3_0_0_0,mp-766531
1,train,nebDFT2k:mp-766533_2_10_0_1_0,mp-766533
1,train,nebDFT2k:mp-766533_10_8_0_0_1,mp-766533
1,train,nebDFT2k:mp-766534_4_11_0_1_0,mp-766534
1,train,nebDFT2k:mp-766534_8_9_1_0_0,mp-766534
1,train,nebDFT2k:mp-766535_0_2_0_0_0,mp-766535
1,train,nebDFT2k:mp-766535_6_11_0_0_0,mp-766535
1,train,nebDFT2k:mp-766538_6_10_0_0_0,mp-766538
1,train,nebDFT2k:mp-766538_2_3_0_0_0,mp-766538
1,train,nebDFT2k:mp-766538_6_7_0_0_0,mp-766538
1,train,nebDFT2k:mp-766540_0_4_0_0_0,mp-766540
1,train,nebDFT2k:mp-766575_1_8_0_0_0,mp-766575
1,train,nebDFT2k:mp-766575_5_4_0_1_0,mp-766575
1,train,nebDFT2k:mp-766581_4_0_0_1_0,mp-766581
1,train,nebDFT2k:mp-766597_4_0_1_0_0,mp-766597
1,train,nebDFT2k:mp-767219_0_0_1_0_0,mp-767219
1,train,nebDFT2k:mp-767255_10_12_0_0_1,mp-767255
1,train,nebDFT2k:mp-767601_0_4_0_0_1,mp-767601
1,train,nebDFT2k:mp-767604_3_8_0_0_0,mp-767604
1,train,nebDFT2k:mp-767604_2_6_0_0_0,mp-767604
1,train,nebDFT2k:mp-768292_0_2_0_0_0,mp-768292
1,train,nebDFT2k:mp-768387_14_7_0_1_0,mp-768387
1,train,nebDFT2k:mp-768440_2_3_0_0_0,mp-768440
1,train,nebDFT2k:mp-768576_5_2_1_0_0,mp-768576
1,train,nebDFT2k:mp-768576_3_4_0_1_0,mp-768576
1,train,nebDFT2k:mp-768576_5_4_0_1_-1,mp-768576
1,train,nebDFT2k:mp-768576_5_0_1_0_0,mp-768576
1,train,nebDFT2k:mp-768576_5_1_1_0_0,mp-768576
1,train,nebDFT2k:mp-768576_3_4_0_0_0,mp-768576
1,train,nebDFT2k:mp-768576_3_2_1_0_0,mp-768576
1,train,nebDFT2k:mp-768576_1_2_0_1_0,mp-768576
1,train,nebDFT2k:mp-768576_3_5_0_0_1,mp-768576
1,train,nebDFT2k:mp-768576_1_0_0_1_0,mp-768576
1,train,nebDFT2k:mp-768576_3_0_1_0_0,mp-768576
1,train,nebDFT2k:mp-768591_0_1_0_1_1,mp-768591
1,train,nebDFT2k:mp-768601_9_11_0_0_0,mp-768601
1,train,nebDFT2k:mp-768601_1_5_0_0_0,mp-768601
1,train,nebDFT2k:mp-768601_3_8_0_0_0,mp-768601
1,train,nebDFT2k:mp-768601_8_0_0_0_1,mp-768601
1,train,nebDFT2k:mp-768601_3_7_0_0_1,mp-768601
1,train,nebDFT2k:mp-768606_0_5_0_1_0,mp-768606
1,train,nebDFT2k:mp-768606_0_3_0_0_0,mp-768606
1,train,nebDFT2k:mp-768606_5_6_0_0_0,mp-768606
1,train,nebDFT2k:mp-768644_2_4_0_0_0,mp-768644
1,train,nebDFT2k:mp-768690_1_4_1_1_0,mp-768690
1,train,nebDFT2k:mp-768690_0_0_1_0_0,mp-768690
1,train,nebDFT2k:mp-768690_1_5_0_0_0,mp-768690
1,train,nebDFT2k:mp-768690_1_5_1_0_0,mp-768690
1,train,nebDFT2k:mp-768712_1_7_0_0_0,mp-768712
1,train,nebDFT2k:mp-768712_5_0_0_1_1,mp-768712
1,train,nebDFT2k:mp-768714_2_3_1_1_0,mp-768714
1,train,nebDFT2k:mp-768825_15_16_0_0_0,mp-768825
1,train,nebDFT2k:mp-768825_12_22_1_0_0,mp-768825
1,train,nebDFT2k:mp-768872_4_5_0_1_0,mp-768872
1,train,nebDFT2k:mp-768921_0_1_0_0_0,mp-768921
1,train,nebDFT2k:mp-768947_0_2_0_0_0,mp-768947
1,train,nebDFT2k:mp-768947_5_3_0_1_0,mp-768947
1,train,nebDFT2k:mp-768947_9_1_0_0_1,mp-768947
1,train,nebDFT2k:mp-768947_8_0_0_0_1,mp-768947
1,train,nebDFT2k:mp-768967_12_22_0_0_0,mp-768967
1,train,nebDFT2k:mp-768982_2_6_0_0_0,mp-768982
1,train,nebDFT2k:mp-769048_0_2_0_0_0,mp-769048
1,train,nebDFT2k:mp-769287_4_0_0_1_0,mp-769287
1,train,nebDFT2k:mp-769287_4_0_0_0_1,mp-769287
1,train,nebDFT2k:mp-769287_1_2_1_0_0,mp-769287
1,train,nebDFT2k:mp-769287_0_3_0_0_0,mp-769287
1,train,nebDFT2k:mp-769319_0_1_0_0_0,mp-769319
1,train,nebDFT2k:mp-769319_0_3_0_0_0,mp-769319
1,train,nebDFT2k:mp-769384_2_7_0_0_0,mp-769384
