source,dft_path_length,dft_endpoint_displacement,dft_tortuosity,dft_bottleneck_mean_k_distance,dft_bottleneck_path_coordinate,dft_coordination_at_bottleneck,dft_smooth_coordination_at_bottleneck,dft_coordination_range,dft_smooth_coordination_range,composition_family,anion_family,em_bvse,bvse_path_length,bvse_endpoint_displacement,bvse_tortuosity,bvse_bottleneck_mean_k_distance,bvse_bottleneck_path_coordinate,bvse_coordination_at_bottleneck,bvse_smooth_coordination_at_bottleneck,bvse_coordination_range,bvse_smooth_coordination_range
nebDFT2k:mp-6745_0_1_0_0_0,5.186121690905919,5.001574664069773,1.0368977850439567,1.932303809800406,0.4924294596502895,9.0,1.0149231490096426,2.0,0.2843936621454447,Li15O96Si32Ga16,O,3.221459712297783,5.312592166385413,4.983067452641932,1.0661288888571583,1.721781764076331,0.494822432783442,9.0,1.3445400362233906,3.0,0.6089939678194329
nebDFT2k:mp-752552_2_7_0_1_1,3.3267855874810732,3.211936981140544,1.0357568056331377,2.1837333404222354,0.2526027057687523,9.0,0.6566693301106414,3.0,0.06809355436793396,Li15C16O48V8,O,0.2667198719316448,3.4722363458909467,3.221895565341979,1.077699843297806,2.162406966628303,0.507924935876995,10.0,0.7900276729522593,2.0,0.09458966177584816
nebDFT2k:mp-752552_0_7_0_0_1,3.3474137093406138,3.2121580909767893,1.0421073977472555,2.1856652234432725,0.23538654928574465,10.0,0.6886469201050631,3.0,0.07261606301678003,Li15C16O48V8,O,0.2508497224509818,3.4721917256130888,3.2166717922983956,1.0794361221205342,2.1632620000983325,0.5089560275233181,10.0,0.7864279435179975,2.0,0.09197331214493032
nebDFT2k:mp-752707_0_2_0_0_0,3.1830778705460943,3.05206161232977,1.042927134133545,1.9535734003455374,0.0,14.0,0.9592451462826258,4.0,0.2065989759364858,Li31B16O64Co16,O,0.5998021462366707,3.3820545295958757,3.134559374288398,1.0789569204965734,1.9620334336001914,0.0,13.0,0.9323967631812128,3.0,0.11259075818975373
nebDFT2k:mp-753109_2_0_1_0_-1,2.7303676428933152,2.658059695727692,1.0272032818833392,2.0165983762238966,0.21763762873538625,11.0,0.9611023760634606,5.0,0.08817582017907677,Li31O56Si8Fe16,O,1.5612197284895442,3.2338780236834586,2.8304364746675765,1.1425368675915133,1.819192100606714,0.49855700749480053,6.0,1.2183931978139109,9.0,0.19346018396332698
nebDFT2k:mp-753126_0_1_1_1_0,9.39886230313241,5.157183661636668,1.82247965552377,2.113650913785139,1.0,10.0,0.7364778111933552,4.0,0.13497787264409633,Li23O80Fe24Sn16,O,2.1017069793997454,8.396641126059501,5.311449661830022,1.580856764284291,1.764032914589949,0.6701127680294594,9.0,1.1703541114155187,3.0,0.5690672432978773
nebDFT2k:mp-753204_0_2_0_0_0,2.9668724031788978,2.825119911911118,1.0501757432207144,1.9700825533776491,1.0,6.0,0.7882999434477791,2.0,0.12768276091699282,Li39O64Si16Ni8,O,0.6821519790085553,3.5610678465945638,2.9761526771224216,1.196533993020037,1.9582025519718602,0.7556952059722652,9.0,0.9254179874294796,4.0,0.24949329767559392
nebDFT2k:mp-753340_2_3_0_0_0,5.952914958971525,3.4126072499999998,1.7443891203628914,1.9543511765459773,0.776895366312486,5.0,0.7695720724059382,5.0,0.26138513685034526,Li31F64V8,F,0.3230280232092112,6.674389992209749,3.36887796,1.9811907915505935,1.9668304552640916,0.2530051620753722,5.0,0.8586781958341844,5.0,0.3217126306933059
nebDFT2k:mp-753477_6_2_0_1_0,2.228893817020645,2.049739693492023,1.0874033537514256,2.538923982009962,0.7360201220380022,4.0,0.23182615115639546,1.0,0.08536445370276607,Li47S48Bi16,S,0.2715963524065561,3.1253886323223203,2.9218917322624733,1.069645599052459,2.4338530895996913,0.49451894810322955,4.0,0.2931379386277742,1.0,0.11226730340995567
nebDFT2k:mp-753791_0_2_1_1_0,5.381344905288558,4.954778642746825,1.086091890939704,2.042452002933156,0.0,6.0,0.6715459089852561,5.0,0.10899910428206427,Li7O32Si8V8,O,0.882412655895717,5.605806735534534,4.973350462150325,1.127169053980313,2.018356314246639,0.0,5.0,0.6810689332121331,6.0,0.3102242647811083
nebDFT2k:mp-753882_0_1_1_0_-1,4.427810600913375,4.105262938104632,1.0785693066855446,2.061233582763178,1.0,9.0,0.7597293825996224,1.0,0.04765605709452492,Li23C8O56P8V4Mn4,O,0.6668846447702166,4.773722457745914,4.17787702416552,1.142619189156102,2.034232927319212,0.5019804308915371,8.0,0.9030347473888969,3.0,0.14499272861156765
nebDFT2k:mp-753882_0_3_1_0_0,3.541042566163809,3.1172258861476982,1.135959566452808,2.055111934919456,0.49528769438095827,7.0,0.7490512482280212,2.0,0.12353233580214162,Li23C8O56P8V4Mn4,O,0.4533318383796243,4.188303714616948,3.2753301398988834,1.2787424582323936,2.0500977449388733,0.5109260619129856,9.0,0.8524620125007576,3.0,0.19455500273264603
nebDFT2k:mp-753882_4_5_0_0_0,2.8805890692307368,2.844368760769398,1.0127340410149708,2.0999114828401906,0.4992445802338063,9.0,0.7470650980413283,2.0,0.12163847847454567,Li23C8O56P8V4Mn4,O,0.7390367915413059,3.1239026571748907,2.994039340801093,1.0433739512384133,1.937714622334662,0.4996978183111604,8.0,0.9600198619452012,2.0,0.3517296866696116
nebDFT2k:mp-753882_3_2_0_1_0,3.7644293323689597,3.4119445567301194,1.1033090572774866,1.964147295244451,0.4999155579213898,6.0,0.8223174902648255,1.0,0.171999133792617,Li23C8O56P8V4Mn4,O,1.2277498211626885,4.289816379255061,3.620169056921922,1.1849768095920117,1.813702408455433,0.4996398423052508,9.0,1.1019420747670423,1.0,0.44403506503077284
nebDFT2k:mp-753899_0_3_0_0_0,5.8683375177861885,5.5976696858000095,1.0483536627166123,1.85294562102348,0.4979229381590541,10.0,1.4865840431946806,6.0,0.7961428107967012,Li15C32O96Fe16,O,6.495482146990113,6.323802014434319,5.599789704945268,1.12929276769977,1.5952485258469895,0.4836010516300557,13.0,1.9679464439833185,5.0,1.0875609723210313
nebDFT2k:mp-754292_1_2_0_0_0,4.619405184864054,4.559738412598028,1.01308556914168,2.0666060926550265,0.5000176436747087,8.0,0.9535828141956028,3.0,0.2606539480823228,Li23B8O56Cr8As8,O,1.5883215116087377,4.876061784320233,4.599980079865189,1.060018021743941,1.9851483085229056,0.5002414601143742,8.0,1.1710380949937762,4.0,0.47773215677602
nebDFT2k:mp-754292_7_5_0_1_0,2.938031097194266,2.9137917879641946,1.0083188199411486,1.9429170279957768,0.5002653463884057,6.0,0.8931006141987724,2.0,0.1496973156089626,Li23B8O56Cr8As8,O,1.7942423222820818,3.2849877011023847,3.1373723099956123,1.0470506451008292,1.789684469212525,0.5006006646593805,8.0,1.1562145380999769,0.0,0.4832190594720982
nebDFT2k:mp-754292_1_7_0_0_0,3.264884076430677,3.1537776584339094,1.0352296293619951,2.0838481855320152,0.0,8.0,0.7105660251603332,2.0,0.06407617612038707,Li23B8O56Cr8As8,O,0.8589947371296813,3.720909265286379,3.2246838650856415,1.1538834257749973,1.9569605858863646,0.5100525694873844,9.0,0.921593157114878,3.0,0.24833024004265147
nebDFT2k:mp-754292_0_3_0_0_0,4.61889133739199,4.559028412862692,1.0131306320356335,2.0666593063570438,0.49928417041787265,8.0,0.9534133208041778,3.0,0.2605849383457258,Li23B8O56Cr8As8,O,1.588771193061238,4.87418358578307,4.600003571701523,1.0596043046071222,1.9852547557542843,0.5026823382612117,8.0,1.1708929568163002,4.0,0.4776012415243759
nebDFT2k:mp-754292_0_3_1_0_0,4.523220485370951,4.400837276852707,1.0278090737782895,2.0906255539142085,1.0,8.0,0.7030447142302265,2.0,0.1314574792666251,Li23B8O56Cr8As8,O,1.042988058054955,4.5109725999425265,4.293110815520362,1.0507468345877669,2.013353192551903,0.5008768519320899,10.0,1.0165733094925464,4.0,0.3232815942006222
nebDFT2k:mp-754292_3_9_0_0_0,3.2649727346457262,3.1540725881032703,1.035160936676206,2.0837925717067964,0.0,8.0,0.7105828893443807,2.0,0.06414953863996775,Li23B8O56Cr8As8,O,0.8601218528759067,3.7229041457774272,3.2248551149100946,1.1544407463655053,1.9562725533310026,0.5132150051918071,9.0,0.9221778126369242,3.0,0.24907073661901147
nebDFT2k:mp-754923_0_2_0_0_1,3.406684982262277,3.2656480291572314,1.0431880447144952,2.014469130597546,1.0,5.0,0.6792824424608929,2.0,0.1659304456901347,Li31O64Al16V16,O,0.7134484083665238,3.5694041896047075,3.3041651355667243,1.0802741519129582,2.016625448766251,0.0,5.0,0.6770066296947701,4.0,0.10057527756637108
nebDFT2k:mp-755369_6_3_0_0_1,5.260498210043063,5.096976633508874,1.0320820730193572,1.9170099992283849,0.30392929270521435,7.0,1.0933942715349125,8.0,0.18901442479735509,Li23O48V12Ga12,O,4.616648929042725,5.29816512334077,5.0033694329052,1.0589194330718044,1.5165611242618562,0.5048929636771381,11.0,1.8307353993581545,11.0,0.7816009243115589
nebDFT2k:mp-755369_6_0_1_0_1,2.9706918389410566,2.8784110480475578,1.0320596292027484,2.019198838924601,0.4988115140475913,10.0,0.9521203532477867,6.0,0.10861261800490762,Li23O48V12Ga12,O,1.451453287633356,3.1396513992946127,2.8910873887302704,1.0859759589188718,1.8561644841614093,0.499359943217719,6.0,1.17841476975018,11.0,0.15369732047405882
nebDFT2k:mp-755369_11_7_0_1_0,5.164291227330185,4.982517488548005,1.0364823082307237,1.9026343069311151,0.5015690572655702,10.0,1.1620510476390202,9.0,0.17907230331157564,Li23O48V12Ga12,O,4.340843873281065,5.299433084409127,5.0071479453978665,1.058373577573218,1.5145804352377343,0.49307673619121567,10.0,1.7991878519696227,11.0,0.7834457222211211
nebDFT2k:mp-755369_2_0_1_0_1,5.195242161078897,5.046731184969457,1.0294271619918545,1.9195947624346177,0.6831047544471744,7.0,1.10227110538184,8.0,0.1750504992788403,Li23O48V12Ga12,O,4.316553699621748,5.316621386735608,5.0462020859965495,1.0535886784022155,1.519382774187333,0.5043815069857405,10.0,1.7892165200633738,10.0,0.7401396956001629
nebDFT2k:mp-755369_10_8_1_-1_0,2.848249074716663,2.8260780546605173,1.007845154885083,2.0399756777072264,0.16837720919056376,11.0,0.9608569508802574,3.0,0.06981503758333396,Li23O48V12Ga12,O,1.5828594571276566,3.3169891366307658,3.004613062919277,1.1039654914526613,1.8557937487294813,0.502170928204793,6.0,1.180492038350867,10.0,0.16498041734187963
nebDFT2k:mp-755369_1_4_0_0_1,5.271129583284101,5.096980557972303,1.0341670962506238,1.908017571867267,0.32058242924435315,7.0,1.1161247963140715,8.0,0.17116535691204693,Li23O48V12Ga12,O,4.564449509837984,5.29697555954229,5.009975157870322,1.0572857933678792,1.5131062446713544,0.4982772029211229,10.0,1.8119102579285933,11.0,0.7625911129869745
nebDFT2k:mp-755369_3_5_1_1_0,2.9710788199203706,2.8785693642156382,1.0321373029445617,2.0186475817485787,0.4983361824041962,10.0,0.9521995904407119,6.0,0.11007953207270227,Li23O48V12Ga12,O,1.448772091533714,3.1568700660645286,2.8986824577204,1.0890706768023064,1.8476916449183955,0.5070429349987096,6.0,1.1876388278612573,11.0,0.16239227728725614
nebDFT2k:mp-755839_0_5_0_0_0,5.778074062401069,5.147776695044784,1.122440697158252,2.0470934594904566,0.4374729015191652,10.0,0.8389195339741224,2.0,0.050286691700677344,Li23O64V8Cr24,O,0.8758194011117768,5.938570698302751,5.134165805328627,1.1566768436148382,2.0068786707538586,0.8344897107546244,11.0,0.9721527913131892,7.0,0.2328988106822747
nebDFT2k:mp-756174_1_0_1_0_0,3.510967604044808,3.2512051000144973,1.079897298398416,1.956965985234469,0.5037683701501705,5.0,0.7928467586394887,3.0,0.05532713438551928,Li15O80Si8V16Ge8,O,0.8493092657072019,3.6260574180173495,3.2925993599999996,1.1012750175646484,1.9032549853385836,0.5047177699910319,7.0,0.9635007502117923,1.0,0.1633095843246284
nebDFT2k:mp-756174_0_1_0_0_0,3.1101720077664017,2.916430300009231,1.0664311119509895,1.9777081153320255,0.4999823771652167,6.0,0.7921050795146709,2.0,0.04531139630214265,Li15O80Si8V16Ge8,O,0.7476761642431544,3.352593650710145,3.0902626399999997,1.0848895518829251,1.9058202158326838,0.5000173958154187,6.0,0.9351301359351103,2.0,0.13493897004794642
nebDFT2k:mp-756912_1_1_1_0_0,8.603210922760736,5.063391640919739,1.6991004316620484,1.9927747563086933,0.1149004177891287,11.0,0.9871567372600172,4.0,0.18647463442363788,Li15B16O48Zn16,O,1.672950393647236,8.248950990058045,5.063292000000001,1.6291675435779813,1.8780032930807633,0.665506171203449,11.0,1.1844407369316254,4.0,0.3296766811587587
nebDFT2k:mp-757068_0_1_0_0_0,3.132132579647564,2.8414912226078513,1.1022847984633115,2.0484231443457914,0.476306927164293,7.0,0.7103636383955079,3.0,0.07236915409029288,Li15O64P16Cr4Ni12,O,0.256721964285699,3.6280891593403495,3.04673426,1.190812473202159,2.0646638214010355,0.49713619926639796,7.0,0.7478310680857115,2.0,0.11554908820383192
nebDFT2k:mp-757461_1_2_0_1_0,2.94726976104242,2.6906275874113357,1.0953837591020914,2.0666708279564845,0.39884331005207363,10.0,0.8268435882350931,3.0,0.09455878466525824,Li31O80Si16Cr16,O,2.5729842200908264,3.0615264729502387,2.880874044850848,1.062707506571584,1.7956372662007043,0.5020521378024326,7.0,1.1989930418857444,2.0,0.4829545870710743
nebDFT2k:mp-757693_0_2_0_0_0,3.4494990124578795,3.27359425637245,1.053734440590189,2.0349025291303,0.41862240995411804,7.0,0.9091822612339544,5.0,0.11609971727744883,Li23C12O60Fe12,O,1.0664197717561978,3.670201015443916,3.4410064702413696,1.0666068335484615,1.9469133925759827,0.49659321126011274,7.0,1.1776588970153097,3.0,0.3231041308584066
nebDFT2k:mp-757714_2_3_0_0_0,3.1008914233097347,2.77116986467344,1.1189828031978653,2.1440687734305275,0.5016877797917846,7.0,0.6366938692049353,2.0,0.10494668854724687,Li15O64P16Cr8Ni8,O,0.2781773689092583,3.6569473545824303,3.0718186800265057,1.190482816697656,2.066641536848792,0.5015774609195726,7.0,0.7523427427813447,2.0,0.0745379317734387
nebDFT2k:mp-757800_1_4_0_0_0,4.698077533917007,4.577064012477414,1.0264391149238248,1.9869855378654973,0.3495968542432396,8.0,0.9530358851672345,5.0,0.25826714855961763,Li26C27O81Cu27,O,1.707191263280769,4.85516185054339,4.642101728429502,1.045897340165781,1.779002349451094,0.32929749178423123,8.0,1.313250340479926,7.0,0.5966122558014655
nebDFT2k:mp-758282_1_1_1_0_0,5.555787564761436,4.708605747628803,1.1799220114275366,2.1212938882523513,0.6465766413689485,8.0,0.7212066496886329,3.0,0.11828173943995368,Li5C8O24Cr4,O,0.3044696389551635,5.410840208554985,4.708741,1.1491055058146085,2.1131046040902146,0.15826051605846952,13.0,0.8265554102335662,4.0,0.1711735437171984
nebDFT2k:mp-758282_0_2_0_0_0,5.57730876953242,4.440176487547292,1.256100694459843,2.118962533925038,0.13923072269993694,9.0,0.7295980731009575,2.0,0.08378820921999008,Li5C8O24Cr4,O,0.4038304800649928,5.414009564486729,4.5481544718814835,1.1903750406804143,2.044535632084769,0.16051763914939984,13.0,0.8918429192189627,4.0,0.2488386746096588
nebDFT2k:mp-758380_3_8_0_0_0,4.960961972574301,4.8592790855359125,1.0209255087531517,1.8718307267954615,0.4526507806760394,12.0,1.4083246144246229,4.0,0.5748269571312608,Li23C16O80V16,O,6.021649483844676,5.778604936546705,4.856646297246465,1.1898344213007555,1.5953866900704652,0.48700363005557773,9.0,1.8859689388504686,3.0,1.0408557628501458
nebDFT2k:mp-758486_3_0_1_0_1,3.500154201752366,0.35007003730838565,9.998439822683228,2.0137151192713154,0.0,6.0,0.7066842915603672,3.0,0.057103444217247334,Li15O56P16Cu8,O,0.231173155133415,3.460864819194644,3.1043980770855497,1.1148263635196392,2.051844937500962,0.5006293084963549,6.0,0.6558628079572392,3.0,0.03690239350171698
nebDFT2k:mp-758720_0_3_1_0_0,2.9144179612287626,2.7677051287509213,1.053008837882977,1.9711965582212303,0.4948146080000747,8.0,0.9154008971900195,4.0,0.09634388588874365,Li39F48Cu8,F,0.7717642559333463,3.276858892400112,2.9418765974610723,1.1138668750511627,1.820059187678977,0.5041673336462468,6.0,1.2179381805787752,11.0,0.12417118157790497
nebDFT2k:mp-758793_0_1_0_0_0,2.9445972020639974,2.8000102284995805,1.051638016208925,1.9814564974675868,1.0,7.0,0.793532124937309,4.0,0.0950421784067732,Li31O64Si16Cu16,O,0.3309407651397373,3.181773177928657,2.9490326652009293,1.0789209680428786,1.9908027873700846,1.0,6.0,0.7616602414563425,4.0,0.22521799363263595
nebDFT2k:mp-759082_0_2_0_0_0,4.501810194323493,4.215826425898712,1.0678357549703477,2.046037601711906,0.7542582455916143,7.0,0.7862429514276987,2.0,0.2120053445876966,Li23O96F24P24V12Cr12,O+F,1.5427015941541369,4.573866482912351,4.24295889501582,1.0779898170319882,1.948006021954331,0.49884993356424234,8.0,1.1785501625222854,1.0,0.40797839627494914
nebDFT2k:mp-759082_0_2_1_0_0,2.842784519610193,2.7929544460069025,1.0178413484955091,2.0023330269169417,0.7753847574703884,8.0,0.7889127104853373,1.0,0.07258178112749836,Li23O96F24P24V12Cr12,O+F,0.9874953608162504,3.3785890755910137,3.036890190563174,1.1125160488481387,1.8392622768632196,0.502200176001479,8.0,1.091258191296157,3.0,0.3206864250488207
nebDFT2k:mp-759082_1_0_0_1_0,5.164040996479877,4.719508271352298,1.0941904748479667,2.0293991839457255,0.3518886283516201,7.0,0.7644368374416315,1.0,0.13063216353411933,Li23O96F24P24V12Cr12,O+F,0.3144669457706084,5.222844543047178,4.792273062150052,1.0898470256834552,2.0399648291166796,0.3364216861920251,7.0,0.8004681102805358,1.0,0.12299585528613355
nebDFT2k:mp-759132_4_3_0_0_1,3.2118643226802543,2.9058847661963783,1.1052965210607384,1.979851789922726,0.5177779295448787,5.0,0.7616973340658222,5.0,0.1308850246533848,Li23O40F24V24,O+F,0.4094899576534618,3.4063028353629425,2.9216346109513953,1.1658894040325325,1.9121037938974053,0.5072784650927357,5.0,0.8803895533341668,4.0,0.04743437703502773
nebDFT2k:mp-759139_2_1_1_0_0,2.9610889045108086,2.8661961257540134,1.0331075664725602,1.9622972677885342,0.7001097322417059,12.0,0.986546124182211,5.0,0.12538110708422978,Li63O64F32V32,O+F,0.9278507747210644,3.1580312604997216,3.0131357371796756,1.0480879508785985,1.8430689181677846,0.5071187116081535,6.0,1.1705530832284923,5.0,0.2657407732526603
nebDFT2k:mp-759220_0_15_0_0_0,3.21777423002454,3.180685926485038,1.0116604733685506,2.0845612313412194,0.49754990651664216,9.0,0.8165404050656389,2.0,0.18464073295347483,Li31O64F16P16Mn16,O+F,0.6005680545572323,3.4821927480850046,3.3403686913355837,1.0424576056880461,2.038468518613539,0.49739519429500506,9.0,0.9382733842060601,3.0,0.14099396296017497
nebDFT2k:mp-759229_3_6_0_1_0,2.9217071353526043,2.868324501851619,1.0186110858330446,1.9466638214664587,0.4864209975695936,8.0,0.937727599016316,1.0,0.1654031149018088,Li31O64F16P16Fe16,O+F,1.6428208980018253,3.1270342495807575,3.032574743673365,1.0311482861566583,1.7743482846107042,0.4953711255095187,8.0,1.2568286134273794,2.0,0.5124892422349057
nebDFT2k:mp-759244_7_6_1_0_0,4.216451757535339,3.8562541744425567,1.0934060792672855,1.9782747790595407,0.5904563197059002,9.0,0.896740777794183,4.0,0.18299559487074812,Li11O42ZnNb14,O,2.117524171863212,4.224254884265428,3.835572720510147,1.1013361477092747,1.893104497861434,0.49395523939043057,8.0,1.0537741003778316,5.0,0.3569426614392024
nebDFT2k:mp-759244_6_10_0_0_1,4.172986048702785,3.8287538815688493,1.0899071023580353,2.003435247024092,0.5826752342843969,9.0,0.8875956098057476,4.0,0.18294924473351193,Li11O42ZnNb14,O,1.9303739648507328,4.255782731753376,3.8205127031414507,1.1139297425327288,1.916312996094344,0.4975155515692087,8.0,1.0184806614044086,5.0,0.32624634450821577
nebDFT2k:mp-759244_0_2_0_0_0,4.223224908240825,3.864407429315261,1.0928518758668113,1.9793316272475439,0.4180874080521181,9.0,0.8991595498942964,3.0,0.20312742637209513,Li11O42ZnNb14,O,1.9201355439513816,4.250366891656881,3.8333111898112113,1.1087977680899446,1.9361889324027604,0.5121104304262956,8.0,0.9998433432954084,5.0,0.3355028444904157
nebDFT2k:mp-759244_4_6_0_0_0,4.179973113950743,3.844935475165641,1.0871373891575302,2.0198167073335593,0.5931380661658233,10.0,0.9012508559398285,4.0,0.19369590251080293,Li11O42ZnNb14,O,1.8082742243790424,4.254610879662971,3.8373448309889646,1.1087382205801057,1.9318972180706195,0.4950582913558002,8.0,0.9979703778583244,5.0,0.33416082138917635
nebDFT2k:mp-759244_5_10_1_0_0,4.131256171469716,3.824023449664794,1.0803427923099829,2.0055223039017633,0.4000738438431201,9.0,0.864812954178452,4.0,0.16273449476152713,Li11O42ZnNb14,O,1.8012484593355993,4.238439178681257,3.82385449345296,1.1084206226827227,1.9215035858854543,0.505512625464777,8.0,1.002079524589542,5.0,0.31930751695789195
nebDFT2k:mp-759667_2_4_0_0_0,5.947363576420651,4.7683077177792805,1.2472692469584337,1.9852716223475486,0.8463272727898974,10.0,0.8572753607088283,2.0,0.14831615782870655,Li15B16O48Sn8,O,0.8240526987073264,6.142758362965601,4.776380565856639,1.2860697086987463,1.9681916197090692,0.6762045978420554,9.0,0.9548329448187458,3.0,0.2586680818272695
nebDFT2k:mp-759667_3_4_0_1_0,4.077197337275143,3.86654650150314,1.0544803575206225,2.0036807590457117,0.0,9.0,0.8410704157784973,3.0,0.05217184372441175,Li15B16O48Sn8,O,0.3852412722483347,4.41961951969379,3.9599829341616646,1.1160703450428964,1.9997138383378024,0.0,8.0,0.8270476451102253,3.0,0.18838445136443926
nebDFT2k:mp-759667_2_1_1_1_0,3.092377333567055,3.058983380946705,1.0109166832446193,2.0053537817121905,1.0,8.0,0.8096087813976129,3.0,0.07911267394996535,Li15B16O48Sn8,O,1.225535513993852,3.398453069947405,3.0840853759470415,1.1019322280933386,1.8588356535138786,0.7508706910906268,8.0,1.0688628688195458,3.0,0.5021008837301686
nebDFT2k:mp-759753_4_0_0_0_1,5.611861506665301,4.8045057928232975,1.168041365471551,2.014207131603792,1.0,8.0,0.7419420099512253,2.0,0.17523619486964725,Li11O84P24V6Cr6,O,0.3462123037220133,5.7524346097320365,4.873125580198773,1.1804404616836073,2.0328822615644744,0.0,6.0,0.6945331620206587,2.0,0.19741703382750325
nebDFT2k:mp-759783_2_3_1_0_0,4.557949486678447,4.181674398368789,1.0899819193135738,2.0606315149648817,0.2375869390498146,8.0,0.7824724004364096,1.0,0.18721537799436538,Li23O96F24P24V12Cr12,O+F,1.5040190958380335,4.604345710413292,4.236697775940773,1.0867770027308312,1.9516756620447762,0.5045544326347245,8.0,1.1778262958844805,1.0,0.4084030132418436
nebDFT2k:mp-759783_4_3_0_1_0,5.209220669109463,4.685110183659,1.111867269905089,2.0377694711395677,0.6612734256584873,7.0,0.7470792590091218,1.0,0.12999394651123586,Li23O96F24P24V12Cr12,O+F,0.2805323140997633,5.22265461844558,4.788484278499118,1.0906696805701002,2.0402416443313425,0.3429829319251334,7.0,0.8018117603403015,1.0,0.1355056726450834
nebDFT2k:mp-760344_7_5_0_1_1,5.006000628453029,4.836628096872834,1.0350187213463249,2.026067552609157,0.4674171864354722,8.0,0.9440872773058939,2.0,0.30869818563608287,Li7C4O28Na4P4Co4,O,1.5966955080492298,5.343131040662764,4.8355550333694985,1.1049674760788686,1.975288486251586,0.5063509721377368,11.0,1.181005351100336,3.0,0.4764930144078625
nebDFT2k:mp-760344_4_8_0_0_0,3.470393484954781,3.0905066322835744,1.1229205751260622,2.09068800519203,0.5001050030597668,7.0,0.711063525753577,2.0,0.09291713749739727,Li7C4O28Na4P4Co4,O,0.4721916386079097,4.0705354297568475,3.2973312253430316,1.2344939442149543,2.038865706069844,0.5090806643888304,8.0,0.8273623922403457,3.0,0.18969995618928237
nebDFT2k:mp-760344_6_8_0_1_0,3.738752814908019,3.644504981553104,1.0258602564221908,2.0697143251169057,0.0,8.0,0.7106145989704256,2.0,0.08547133275509078,Li7C4O28Na4P4Co4,O,0.3897951919321269,3.994826914703065,3.7162108979791957,1.074973144520774,2.063069879867421,0.0,8.0,0.735843311067798,3.0,0.11180110598559978
nebDFT2k:mp-760344_4_6_1_-1_0,5.016918982614413,4.840188931774129,1.0365130480093687,2.0229456713871845,0.5322844566466159,8.0,0.9475640800603944,2.0,0.31238850349436587,Li7C4O28Na4P4Co4,O,1.586558121033264,5.335110213078266,4.828959665401061,1.104815650315681,1.9750712610475056,0.4951659663640519,11.0,1.178141798945309,3.0,0.4658431806210753
nebDFT2k:mp-760344_7_4_0_1_0,4.55654307715063,4.24398907076914,1.073646279754638,2.0661085072792766,0.0,7.0,0.6989544781238368,2.0,0.10689003656236551,Li7C4O28Na4P4Co4,O,0.7149224621247443,4.840891017747405,4.262696351167465,1.1356405943439027,2.0062303685302147,0.49452321036979185,8.0,0.9593159503795302,3.0,0.22613688491561457
nebDFT2k:mp-760344_7_9_0_1_1,3.7333739714653023,3.6476694116284873,1.0234957037399266,2.0705186113643546,0.0,8.0,0.7091767385322671,1.0,0.08947837993625196,Li7C4O28Na4P4Co4,O,0.4070264040070666,4.003009648907078,3.736679306432763,1.071274605239958,2.06619596894192,0.0,8.0,0.7331790647201628,4.0,0.10611870257956124
nebDFT2k:mp-760344_10_9_0_0_1,6.2687649937701675,5.404150968804928,1.159990723789206,1.9898510618022653,0.7019960572220975,11.0,1.0663982966281644,4.0,0.501940484081691,Li7C4O28Na4P4Co4,O,2.421132395675313,6.592542532138372,5.587874354422952,1.1797943393126225,1.8653143532312093,0.32391649929275074,9.0,1.2255376571595604,5.0,0.5812260720415018
nebDFT2k:mp-760344_6_4_0_1_0,4.552870098113914,4.242883163064571,1.0730604457242334,2.065928067777672,1.0,7.0,0.6989600257548667,2.0,0.10731221602491403,Li7C4O28Na4P4Co4,O,0.7061521917282547,4.83066692552826,4.2549364981994,1.1353088177867043,2.0141933669006535,0.49514512269522365,8.0,0.9450152296505605,3.0,0.2091719164478012
nebDFT2k:mp-760344_10_4_0_1_0,3.7352169751090982,3.6418890530335877,1.0256262397663574,2.070334076623216,1.0,8.0,0.7091227118458479,2.0,0.08326278823406963,Li7C4O28Na4P4Co4,O,0.4046139122456571,3.990718959653225,3.713775548678622,1.0745719301946346,2.0636688422384895,1.0,8.0,0.7369570883469119,4.0,0.11270787269293758
nebDFT2k:mp-760344_9_5_1_0_0,3.4662345404554356,3.0905716188931125,1.1215512752611332,2.089860184858327,0.4983049077249574,7.0,0.7124981175247067,2.0,0.09483086946090202,Li7C4O28Na4P4Co4,O,0.4788261898152983,4.0455931946762504,3.2726510688319674,1.2361822600660424,2.0383375203970604,0.49366386549028574,8.0,0.8278198731570647,4.0,0.17812115107600635
nebDFT2k:mp-761094_0_2_0_0_1,5.308903970132678,5.109310206024497,1.0390647183396373,1.883883158855339,0.4794085619144279,13.0,1.3212546948417638,10.0,0.3528019556207497,Li39O80Fe4Co36,O,8.924131156550306,5.4154408467977815,5.10764004105517,1.0602628226085846,1.4641603080611378,0.49478712941487746,12.0,1.9970292194675199,11.0,0.9764836954179772
nebDFT2k:mp-761094_1_5_0_1_0,5.180747917620758,5.035807866502224,1.0287818866328606,1.980979919947695,0.32349771660313037,7.0,1.003949208700405,11.0,0.0820017172403813,Li39O80Fe4Co36,O,3.985395659804668,5.329006253950762,5.051701320998002,1.054893374594438,1.551229916010202,0.5115493829561603,10.0,1.7187298111299434,11.0,0.6787041411557027
