outcome,effect,source,midpoint_prediction,midpoint_prediction_sd,midpoint_seeds,positional_prediction,positional_prediction_sd,positional_seeds,affine_bvse_prediction,affine_bvse_prediction_sd,affine_bvse_seeds,bvse_delta_prediction,bvse_delta_prediction_sd,bvse_delta_seeds,dft_barrier,midpoint_absolute_error,positional_absolute_error,delta_pos,affine_bvse_absolute_error,bvse_delta_absolute_error,delta_bvse,dft_path_length,dft_endpoint_displacement,dft_tortuosity,dft_bottleneck_mean_k_distance,dft_bottleneck_path_coordinate,dft_coordination_at_bottleneck,dft_smooth_coordination_at_bottleneck,dft_coordination_range,dft_smooth_coordination_range,composition_family,anion_family,em_bvse,bvse_path_length,bvse_endpoint_displacement,bvse_tortuosity,bvse_bottleneck_mean_k_distance,bvse_bottleneck_path_coordinate,bvse_coordination_at_bottleneck,bvse_smooth_coordination_at_bottleneck,bvse_coordination_range,bvse_smooth_coordination_range
delta_bvse,largest_harm,nebDFT2k:mp-28030_2_22_0_0_0,0.5260940194129944,0.06702732461063479,10,0.711249777674675,0.1495015396145683,10,0.8541281928252895,0.0,10,0.6502591371536255,0.07305241739030506,10,0.8691693608290905,0.3430753414160961,0.15791958315441545,0.18515575826168063,0.015041168003800953,0.21891022367546498,-0.20386905567166402,2.9108690623176257,2.7405452972964115,1.062149589422675,1.9438809363696,0.4295993533091762,8.0,1.0191299002633751,9.0,0.0505879844083621,Li63O72Nb16,O,1.3911523823598455,3.1665647599653366,2.8252381487874856,1.120813394553779,1.7657382485884714,0.5046459924671353,6.0,1.3189057701764315,10.0,0.3249962857890355
delta_bvse,largest_harm,nebDFT2k:mp-754292_0_3_1_0_0,0.7385608911514282,0.1465980549236533,10,0.5792686760425567,0.13023752636785435,10,0.7151788501599343,0.0,10,0.5117399901151657,0.07982705958022729,10,0.778268638954728,0.039707747803299775,0.19899996291217126,-0.15929221510887148,0.06308978879479366,0.2665286488395623,-0.20343886004476863,4.523220485370951,4.400837276852707,1.0278090737782897,2.0906255539142085,1.0,8.0,0.7030447142302265,2.0,0.1314574792666251,Li23B8O56Cr8As8,O,1.042988058054955,4.5109725999425265,4.293110815520362,1.0507468345877669,2.013353192551903,0.5008768519320899,10.0,1.0165733094925464,4.0,0.3232815942006222
delta_bvse,largest_harm,nebDFT2k:mp-1320203_8_0_0_1_0,0.5043742269277572,0.08071088961118364,10,0.5283037334680557,0.06864585179802069,10,0.6551110223061976,0.0,10,0.45429643988609314,0.08224631750714398,10,0.795512204551386,0.2911379776236288,0.26720847108333035,0.023929506540298462,0.1404011822451885,0.3412157646652929,-0.20081458242010441,2.7147130662119,2.629077401977261,1.032572515426984,2.0061709185080363,0.7388363494531673,10.0,0.9415502126355664,7.0,0.2100812759947634,Li39O80Co16Ni24,O,0.8924765529553833,3.213148902153946,2.9020612562937207,1.1071954098782606,1.8735043084657437,0.4975009433859,6.0,1.130961802721356,11.0,0.1008377126184338
delta_bvse,largest_harm,nebDFT2k:mp-758486_3_0_1_0_1,0.2572034075856209,0.05210383439700743,10,0.4920744925737381,0.08074763926598721,10,0.3911906088256321,0.0,10,0.20872271806001658,0.06317240190405382,10,0.4439005888809219,0.186697181295301,0.04817390369281621,0.13852327760248478,0.05270998005528976,0.2351778708209053,-0.18246789076561554,3.500154201752366,0.3500700373083856,9.998439822683228,2.0137151192713154,0.0,6.0,0.7066842915603672,3.0,0.0571034442172473,Li15O56P16Cu8,O,0.231173155133415,3.460864819194644,3.1043980770855497,1.1148263635196392,2.051844937500962,0.5006293084963549,6.0,0.6558628079572392,3.0,0.0369023935017169
delta_bvse,largest_harm,nebDFT2k:mp-753477_6_2_0_1_0,0.3076535135507583,0.03948366495993948,10,0.2889502108097076,0.096930165480801,10,0.40732315399880237,0.0,10,0.23151410520076748,0.06335988427550801,10,1.713200099236758,1.4055465856859997,1.4242498884270502,-0.018703302741050587,1.3058769452379555,1.4816859940359906,-0.17580904879803505,2.228893817020645,2.049739693492023,1.0874033537514256,2.538923982009962,0.7360201220380022,4.0,0.2318261511563954,1.0,0.085364453702766,Li47S48Bi16,S,0.2715963524065561,3.1253886323223203,2.9218917322624733,1.069645599052459,2.4338530895996913,0.4945189481032295,4.0,0.2931379386277742,1.0,0.1122673034099556
delta_bvse,largest_harm,nebDFT2k:mp-760344_10_4_0_1_0,0.3009142726659774,0.02779262403982005,10,0.3211540311574935,0.03760478877932851,10,0.4604093010056599,0.0,10,0.28912164568901055,0.051551221630985244,10,0.5244383236928201,0.22352405102684264,0.20328429253532654,0.020239758491516102,0.06402902268716015,0.2353166780038095,-0.17128765531664936,3.7352169751090982,3.641889053033588,1.0256262397663574,2.070334076623216,1.0,8.0,0.7091227118458479,2.0,0.0832627882340696,Li7C4O28Na4P4Co4,O,0.4046139122456571,3.990718959653225,3.713775548678622,1.0745719301946346,2.0636688422384895,1.0,8.0,0.7369570883469119,4.0,0.1127078726929375
delta_bvse,largest_help,nebDFT2k:mp-1222575_0_2_0_0_0,2.2138043880462646,0.4346348629981434,10,3.832399916648865,0.5502626503581388,10,3.0899913941953017,0.0,10,4.091467690467835,0.2748677877758738,10,4.53782219991362,2.3240178118673556,0.7054222832647552,1.6185955286026004,1.4478308057183185,0.4463545094457855,1.001476296272533,5.688602402443673,5.144914250596203,1.1056748714100466,1.8873739185337888,0.3249394773857368,9.0,1.0407774185394103,2.0,0.3481813044910326,Li7O48Si16Sc2In6,O,6.993538013056706,5.9691955175788145,5.286391369117924,1.1291626178965295,1.6108869368580585,0.4960794780642836,9.0,1.572540467685481,3.0,0.9260276055245829
delta_bvse,largest_help,nebDFT2k:mp-755369_2_0_1_0_1,1.1901556074619293,0.3127913373128086,10,2.3815267086029053,0.2543265315117578,10,2.0216303223942713,0.0,10,2.624806118011475,0.25062970726694356,10,2.91840317648834,1.7282475690264107,0.5368764678854347,1.191371101140976,0.8967728540940687,0.29359705847686524,0.6031757956172035,5.195242161078897,5.046731184969457,1.0294271619918545,1.9195947624346177,0.6831047544471744,7.0,1.10227110538184,8.0,0.1750504992788403,Li23O48V12Ga12,O,4.316553699621748,5.316621386735608,5.0462020859965495,1.0535886784022157,1.519382774187333,0.5043815069857405,10.0,1.7892165200633738,10.0,0.7401396956001629
delta_bvse,largest_help,nebDFT2k:mp-1306251_7_5_1_1_0,1.6956409573554994,0.18970851173377692,10,1.0199448823928834,0.11578342311627879,10,0.6322725813562635,0.0,10,1.187491202354431,0.24651415035318064,10,1.5467144388152292,0.14892651854027017,0.5267695564223458,-0.3778430378820756,0.9144418574589657,0.3592232364607981,0.5552186209981675,4.1105392033411,4.108071982072011,1.0006005788797898,2.068282918331473,0.2491920243703554,9.0,0.9065642620038652,3.0,0.1012667851189503,Li71O72Mn12Fe24,O,0.8352504430006114,3.961477645371546,3.956117636354042,1.001354865934281,1.924738101690293,0.7523780624881191,12.0,1.241535762450359,2.0,0.2527662033008468
delta_bvse,largest_help,nebDFT2k:mp-755369_1_4_0_0_1,1.2142825663089751,0.3025221611375391,10,2.254388189315796,0.2995000610316978,10,2.1205633763417455,0.0,10,2.6598735809326173,0.2455274870767,10,2.7418344290632604,1.5275518627542852,0.48744623974746437,1.0401056230068209,0.6212710527215148,0.08196084813064308,0.5393102045908718,5.271129583284101,5.096980557972303,1.0341670962506238,1.908017571867267,0.3205824292443531,7.0,1.1161247963140717,8.0,0.1711653569120469,Li23O48V12Ga12,O,4.564449509837984,5.29697555954229,5.009975157870322,1.0572857933678792,1.5131062446713544,0.4982772029211229,10.0,1.8119102579285933,11.0,0.7625911129869745
delta_bvse,largest_help,nebDFT2k:mp-755369_11_7_0_1_0,1.1811738848686217,0.305853217798187,10,2.2312026262283324,0.28922879543716434,10,2.031324318670104,0.0,10,2.5353341817855837,0.2388807877048682,10,2.6194679777818237,1.438294092913202,0.3882653515534913,1.0500287413597107,0.5881436591117195,0.08413379599624005,0.5040098631154795,5.164291227330185,4.982517488548005,1.0364823082307235,1.9026343069311151,0.5015690572655702,10.0,1.1620510476390202,9.0,0.1790723033115756,Li23O48V12Ga12,O,4.340843873281065,5.299433084409127,5.0071479453978665,1.058373577573218,1.5145804352377343,0.4930767361912156,10.0,1.7991878519696227,11.0,0.7834457222211211
delta_bvse,largest_help,nebDFT2k:mp-774843_2_0_0_1_0,2.884331560134888,0.4540235397607384,10,3.3858558177947997,0.4924339567731893,10,4.880530168672959,0.0,10,4.3876912832260135,0.4286109781363421,10,3.67574452515413,0.7914129650192421,0.28988870735933014,0.5015242576599119,1.2047856435188296,0.7119467580718837,0.4928388854469459,5.683157486856144,5.269499267117189,1.0785004796034932,1.8761021829757492,0.4189192200057937,7.0,1.088668567689405,4.0,0.4703658471781742,Li15O64V12Co12Sn8,O,11.480077572003148,5.788599849940695,5.188555749430123,1.1156476155385775,1.4727037667819625,0.3360933307805004,10.0,1.943278704205017,6.0,1.2514282581067997
delta_bvse,largest_help,nebDFT2k:mp-772542_0_2_0_0_0,0.4282382667064667,0.0644272844396775,10,0.3217108517885208,0.04622699986464021,10,1.1206995309941332,0.0,10,0.6359015345573426,0.17921026475400087,10,0.24687078696371137,0.18136747974275533,0.07484006482480945,0.10652741491794587,0.8738287440304219,0.3890307475936312,0.48479799643679067,2.6290493668172203,2.6157074162595864,1.0051007044880855,2.0146134511748226,0.5000151412216526,5.0,0.7828773575441581,2.0,0.0558273992695833,Li15C8O56Si8V8,O,2.059098182262841,3.1131658548292145,3.0330488202749226,1.0264146867728392,1.8340565249729963,0.500340379574995,6.0,1.0505766731430994,2.0,0.365588492308163
delta_bvse,largest_help,nebDFT2k:mp-754292_7_5_0_1_0,0.3283775359392166,0.05949654447811176,10,0.37899151444435114,0.10792852609873227,10,1.01499786923178,0.0,10,0.5346361815929412,0.11620382180096782,10,0.47816863992034075,0.14979110398112416,0.09917712547598961,0.05061397850513455,0.5368292293114393,0.056467541672600485,0.4803616876388388,2.938031097194266,2.9137917879641946,1.0083188199411486,1.9429170279957768,0.5002653463884057,6.0,0.8931006141987724,2.0,0.1496973156089626,Li23B8O56Cr8As8,O,1.7942423222820818,3.2849877011023847,3.1373723099956123,1.0470506451008292,1.789684469212525,0.5006006646593805,8.0,1.1562145380999769,0.0,0.4832190594720982
delta_bvse,largest_help,nebDFT2k:mp-757461_1_2_0_1_0,0.5625219166278839,0.1149537433919516,10,0.45523024499416354,0.09311153091377378,10,1.325786962923469,0.0,10,0.8733309030532836,0.15202100898662066,10,0.19807608319214856,0.36444583343573533,0.257154161802015,0.10729167163372033,1.1277108797313204,0.6752548198611351,0.45245605987018533,2.94726976104242,2.6906275874113357,1.0953837591020914,2.0666708279564845,0.3988433100520736,10.0,0.8268435882350931,3.0,0.0945587846652582,Li31O80Si16Cr16,O,2.5729842200908264,3.0615264729502387,2.880874044850848,1.062707506571584,1.7956372662007043,0.5020521378024326,7.0,1.1989930418857444,2.0,0.4829545870710743
delta_bvse,largest_help,nebDFT2k:mp-1020056_0_0_1_1_0,1.5991079449653625,0.5701858306239254,10,2.608033847808838,0.3156535926016508,10,1.1513273858942557,0.0,10,2.533695864677429,0.3079659545375945,10,2.06686851521863,0.46776057025326745,0.5411653325902082,-0.07340476233694071,0.9155411293243743,0.4668273494587991,0.44871377986557515,5.779497694726756,5.181886005588375,1.1153270620955171,2.036745745813577,0.3680214525438304,9.0,0.9294845961703652,2.0,0.3908737415661556,Li15N80Si32Ca48,N,2.135842168248376,6.090845403200019,5.1818860013966805,1.1754109221156823,1.9044703818380069,0.3354263966141676,9.0,1.154280241049072,1.0,0.4775265018339739
delta_bvse,largest_help,nebDFT2k:mp-34038_3_4_0_1_0,0.6231138497591019,0.22925597789367302,10,0.8032440781593323,0.4128616548182827,10,0.4312617984604115,0.0,10,0.7877632230520248,0.41639563593502743,10,1.127756828022612,0.5046429782635101,0.3245127498632797,0.1801302284002304,0.6964950295622006,0.33999360497058717,0.3565014245916134,4.065525369963646,3.8543653081810194,1.054784651920365,2.370623218385838,0.0,4.0,0.3304239333011429,1.0,0.0835835785356786,Li53N9Cl27,N+Cl,0.3315792340371957,4.51024092210686,3.965912190269433,1.1372518365820012,2.374998568602357,0.0,4.0,0.327403580884531,3.0,0.0577090851845624
delta_bvse,largest_help,nebDFT2k:mp-1177943_4_7_0_0_0,1.0555197715759277,0.19995896529714136,10,0.8269593298435212,0.12944291538889527,10,0.5350248380913609,0.0,10,0.873631888628006,0.19184629928503716,10,0.9865845381363554,0.06893523343957231,0.15962520829283422,-0.09068997485326191,0.45155970004499446,0.11295264950834938,0.3386070505366451,3.3889419910477896,3.1270460324120997,1.083751871869207,2.069037641235981,0.2466342036182093,10.0,0.8900739758675627,1.0,0.1632066713101154,Li63O64Fe32,O,0.5915775031037729,3.499424431274897,3.137262234529019,1.1154389304024015,1.880548321366935,0.2558541481758972,10.0,1.1999824152831104,2.0,0.1575646219821993
delta_bvse,largest_help,nebDFT2k:mp-755369_6_3_0_0_1,1.190678858757019,0.29685459080067017,10,2.288680601119995,0.25294089924897684,10,2.1413957088918796,0.0,10,2.7357789993286135,0.2439150644860073,10,2.6072857484934957,1.4166068897364767,0.31860514737350076,1.098001742362976,0.4658900396016161,0.12849325083511776,0.33739678876649837,5.260498210043063,5.096976633508874,1.0320820730193572,1.9170099992283849,0.3039292927052143,7.0,1.0933942715349123,8.0,0.189014424797355,Li23O48V12Ga12,O,4.616648929042725,5.29816512334077,5.0033694329052,1.0589194330718044,1.5165611242618562,0.5048929636771381,11.0,1.8307353993581543,11.0,0.7816009243115589
delta_bvse,largest_help,nebDFT2k:mp-760344_10_9_0_0_1,1.9378758430480958,0.23539831007442033,10,2.8817732095718385,0.3668284733584549,10,1.265184225330535,0.0,10,2.042762541770935,0.27795322210595863,10,1.8200701331357578,0.11780570991233796,1.0617030764360806,-0.9438973665237427,0.5548859078052228,0.22269240863517714,0.3321934991700457,6.2687649937701675,5.404150968804928,1.159990723789206,1.9898510618022651,0.7019960572220975,11.0,1.0663982966281644,4.0,0.501940484081691,Li7C4O28Na4P4Co4,O,2.421132395675313,6.592542532138372,5.587874354422952,1.1797943393126225,1.8653143532312093,0.3239164992927507,9.0,1.2255376571595604,5.0,0.5812260720415018
delta_bvse,largest_help,nebDFT2k:mp-759229_3_6_0_1_0,0.4014610886573792,0.08093264195422649,10,0.6706706166267395,0.12961935413081654,10,0.9545669005758167,0.0,10,0.6098335653543472,0.135940896466984,10,0.6168773205714331,0.2154162319140539,0.05379329605530647,0.16162293585874743,0.33768958000438365,0.00704375521708589,0.33064582478729776,2.9217071353526043,2.868324501851619,1.0186110858330446,1.9466638214664589,0.4864209975695936,8.0,0.937727599016316,1.0,0.1654031149018088,Li31O64F16P16Fe16,O+F,1.6428208980018253,3.1270342495807575,3.032574743673365,1.0311482861566583,1.7743482846107042,0.4953711255095187,8.0,1.2568286134273794,2.0,0.5124892422349057
