source,event_id,material_id,path,target,converged,max_force,n_images,elements
external:mp-761094_0_2_0_0_1_regenerated,mp-761094_0_2_0_0_1_regenerated,mp-761094,/Users/hongyuli/MScProj/data/bvse_generated_1000/mp-761094_0_2_0_0_1_regenerated.xyz,7.640143859718851,True,0.08808833986380371,7,3 8 26 27
external:mp-559680_0_2_0_0_1_regenerated,mp-559680_0_2_0_0_1_regenerated,mp-559680,/Users/hongyuli/MScProj/data/bvse_generated_1000/mp-559680_0_2_0_0_1_regenerated.xyz,2.0777586902356897,True,0.08424358950778366,7,3 8 23 32
external:mp-771011_2_1_1_-1_0_regenerated,mp-771011_2_1_1_-1_0_regenerated,mp-771011,/Users/hongyuli/MScProj/data/bvse_generated_1000/mp-771011_2_1_1_-1_0_regenerated.xyz,0.697610424210414,True,0.07822800722110815,7,3 6 8 16 26
external:mp-1176566_0_2_0_0_0_regenerated,mp-1176566_0_2_0_0_0_regenerated,mp-1176566,/Users/hongyuli/MScProj/data/bvse_generated_1000/mp-1176566_0_2_0_0_0_regenerated.xyz,1.4192130158500507,True,0.07141712619630221,5,3 8 14 22
external:mp-758486_3_0_1_0_1_regenerated,mp-758486_3_0_1_0_1_regenerated,mp-758486,/Users/hongyuli/MScProj/data/bvse_generated_1000/mp-758486_3_0_1_0_1_regenerated.xyz,0.42226303928516895,True,0.08527847913266907,5,3 8 15 29
external:mp-753204_0_2_0_0_0_regenerated,mp-753204_0_2_0_0_0_regenerated,mp-753204,/Users/hongyuli/MScProj/data/bvse_generated_1000/mp-753204_0_2_0_0_0_regenerated.xyz,0.6963272710563893,True,0.08013071966977475,5,3 8 14 28
external:mp-777279_19_7_1_0_0_regenerated,mp-777279_19_7_1_0_0_regenerated,mp-777279,/Users/hongyuli/MScProj/data/bvse_generated_1000/mp-777279_19_7_1_0_0_regenerated.xyz,0.9856240610208341,True,0.08493060022852732,5,3 8 9 26
external:mp-760344_7_9_0_1_1_regenerated,mp-760344_7_9_0_1_1_regenerated,mp-760344,/Users/hongyuli/MScProj/data/bvse_generated_1000/mp-760344_7_9_0_1_1_regenerated.xyz,0.6105321747049981,True,0.08641593238188512,5,3 6 8 11 15 27
external:mp-1277814_1_2_0_1_0_regenerated,mp-1277814_1_2_0_1_0_regenerated,mp-1277814,/Users/hongyuli/MScProj/data/bvse_generated_1000/mp-1277814_1_2_0_1_0_regenerated.xyz,0.21419741776859214,True,0.09135466801245867,5,3 8 9 28
external:mp-1295192_3_3_1_0_0_regenerated,mp-1295192_3_3_1_0_0_regenerated,mp-1295192,/Users/hongyuli/MScProj/data/bvse_generated_1000/mp-1295192_3_3_1_0_0_regenerated.xyz,2.160014851936683,True,0.0829390457249557,7,3 6 8 25
external:mp-26721_0_1_0_0_0_regenerated,mp-26721_0_1_0_0_0_regenerated,mp-26721,/Users/hongyuli/MScProj/data/bvse_generated_1000/mp-26721_0_1_0_0_0_regenerated.xyz,0.5383384463552365,True,0.09274763758306892,7,3 8 15 41
external:mp-753109_2_0_1_0_-1_regenerated,mp-753109_2_0_1_0_-1_regenerated,mp-753109,/Users/hongyuli/MScProj/data/bvse_generated_1000/mp-753109_2_0_1_0_-1_regenerated.xyz,1.3989929199388624,True,0.07095471509401971,5,3 8 14 26
external:mp-770939_8_11_0_0_0_regenerated,mp-770939_8_11_0_0_0_regenerated,mp-770939,/Users/hongyuli/MScProj/data/bvse_generated_1000/mp-770939_8_11_0_0_0_regenerated.xyz,0.9006024958807852,True,0.05859202938493347,5,3 6 8 26 33
external:mp-758282_1_1_1_0_0_regenerated,mp-758282_1_1_1_0_0_regenerated,mp-758282,/Users/hongyuli/MScProj/data/bvse_generated_1000/mp-758282_1_1_1_0_0_regenerated.xyz,0.4302289329544964,True,0.0651439016704601,7,3 6 8 24
external:mp-759244_0_2_0_0_0_regenerated,mp-759244_0_2_0_0_0_regenerated,mp-759244,/Users/hongyuli/MScProj/data/bvse_generated_1000/mp-759244_0_2_0_0_0_regenerated.xyz,1.8852562551893386,True,0.09326151789758261,5,3 8 30 41
external:mp-28030_2_22_0_0_0_regenerated,mp-28030_2_22_0_0_0_regenerated,mp-28030,/Users/hongyuli/MScProj/data/bvse_generated_1000/mp-28030_2_22_0_0_0_regenerated.xyz,1.583319932198821,True,0.07199067358551305,5,3 8 41
external:mp-759220_0_15_0_0_0_regenerated,mp-759220_0_15_0_0_0_regenerated,mp-759220,/Users/hongyuli/MScProj/data/bvse_generated_1000/mp-759220_0_15_0_0_0_regenerated.xyz,0.7561286747014402,True,0.0664782398544358,5,3 8 9 15 25
external:mp-754292_1_7_0_0_0_regenerated,mp-754292_1_7_0_0_0_regenerated,mp-754292,/Users/hongyuli/MScProj/data/bvse_generated_1000/mp-754292_1_7_0_0_0_regenerated.xyz,0.7149700040977296,True,0.08429593986409188,5,3 5 8 24 33
external:mp-770939_2_5_0_0_1_regenerated,mp-770939_2_5_0_0_1_regenerated,mp-770939,/Users/hongyuli/MScProj/data/bvse_generated_1000/mp-770939_2_5_0_0_1_regenerated.xyz,0.31271106892104017,True,0.04965034695287175,5,3 6 8 26 33
external:mp-1320203_8_0_0_1_0_regenerated,mp-1320203_8_0_0_1_0_regenerated,mp-1320203,/Users/hongyuli/MScProj/data/bvse_generated_1000/mp-1320203_8_0_0_1_0_regenerated.xyz,0.9991894152661545,True,0.06320150628455343,5,3 8 27 28
external:mp-766130_4_2_1_0_0_regenerated,mp-766130_4_2_1_0_0_regenerated,mp-766130,/Users/hongyuli/MScProj/data/bvse_generated_1000/mp-766130_4_2_1_0_0_regenerated.xyz,3.2609166035427224,True,0.06752399768091079,7,3 8 15 25 26
external:mp-26247_6_9_0_0_0_regenerated,mp-26247_6_9_0_0_0_regenerated,mp-26247,/Users/hongyuli/MScProj/data/bvse_generated_1000/mp-26247_6_9_0_0_0_regenerated.xyz,0.3459687066524313,True,0.0659322670583514,5,3 8 15 29
external:mp-770232_3_11_0_0_1_regenerated,mp-770232_3_11_0_0_1_regenerated,mp-770232,/Users/hongyuli/MScProj/data/bvse_generated_1000/mp-770232_3_11_0_0_1_regenerated.xyz,0.6100602878236117,True,0.07051365413367963,5,3 8 24 25
external:mp-34038_3_4_0_1_0_regenerated,mp-34038_3_4_0_1_0_regenerated,mp-34038,/Users/hongyuli/MScProj/data/bvse_generated_1000/mp-34038_3_4_0_1_0_regenerated.xyz,0.4136524463215654,True,0.08818145353862947,5,3 7 17
